Rank,CCA3,Country,Capital,Continent,2022 Population,2020 Population ,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area,Density,Growth_Rate,World_Population_Percentage,avgincome/person,Life_expectancy ,Adult Mortality,Total_expenditure,Schooling
,,,,,,,,,,,,,,,,,,68.8,199,6.66,12.2
,,,,,,,,,,,,,,,,,,68.5,21,6.79,12.4
,,,,,,,,,,,,,,,,,,67.6,217,6.7,12.6
,,,,,,,,,,,,,,,,,,67.2,229,6.87,12.6
,,,,,,,,,,,,,,,,,,66.7,234,6.73,12.5
,,,,,,,,,,,,,,,,,,66.9,224,5.82,12.4
,,,,,,,,,,,,,,,,,,67.1,218,5.57,12.5
,,,,,,,,,,,,,,,,,,66.6,217,5.43,12.2
,,,,,,,,,,,,,,,,,,66.7,215,5.43,12.1
,,,,,,,,,,,,,,,,,,67.2,217,4.79,11.8
,,,,,,,,,,,,,,,,,,66.6,225,4.68,11.4
,,,,,,,,,,,,,,,,,,65.7,194,,10.8
,,,,,,,,,,,,,,,,,,65.3,199,1.87,10.6
,,,,,,,,,,,,,,,,,,64.9,23,2,10.4
,,,,,,,,,,,,,,,,,,64.4,28,2.12,10.2
,,,,,,,,,,,,,,,,,,64,213,2.2,9.9
,,,,,,,,,,,,,,,,,,63.6,218,2.75,9.6
,,,,,,,,,,,,,,,,,,63.1,223,3.77,9.4
,,,,,,,,,,,,,,,,,,62.6,228,2.77,9.2
,,,,,,,,,,,,,,,,,,62.1,234,4.14,9
,,,,,,,,,,,,,,,,,,61.5,24,4.14,9
,,,,,,,,,,,,,,,,,,61,246,4.32,8.7
,,,,,,,,,,,,,,,,,,64,252,4.54,8.6
,,,,,,,,,,,,,,,,,,59.8,259,4.91,8.3
,,,,,,,,,,,,,,,,,,59.3,265,4.4,8
,,,,,,,,,,,,,,,,,,58.7,271,4.32,8
,,,,,,,,,,,,,,,,,,58.1,278,3.41,8
,,,,,,,,,,,,,,,,,,74.6,153,,16
,,,,,,,,,,,,,,,,,,74.4,156,5.88,16
,,,,,,,,,,,,,,,,,,74.1,161,5.67,15.4
,,,,,,,,,,,,,,,,,,73.8,163,5.91,15.5
,,,,,,,,,,,,,,,,,,73.6,169,6.1,15.8
,,,,,,,,,,,,,,,,,,72.8,18,6.55,16
,,,,,,,,,,,,,,,,,,72.6,184,6.84,16.4
,,,,,,,,,,,,,,,,,,71.9,199,6.63,16.3
,,,,,,,,,,,,,,,,,,78,221,7.1,16.2
,,,,,,,,,,,,,,,,,,75,229,6.8,16.2
,,,,,,,,,,,,,,,,,,76,216,6.37,15.9
,,,,,,,,,,,,,,,,,,71,26,6.51,15.5
,,,,,,,,,,,,,,,,,,78,29,6.15,15.2
,,,,,,,,,,,,,,,,,,73,219,6.29,14.8
,,,,,,,,,,,,,,,,,,69.9,228,6.17,14.2
,,,,,,,,,,,,,,,,,,71,218,6,13.7
,,,,,,,,,,,,,,,,,,74.9,98,,13.3
,,,,,,,,,,,,,,,,,,74.8,99,6.39,13.3
,,,,,,,,,,,,,,,,,,74.9,97,6.63,13.3
,,,,,,,,,,,,,,,,,,75,93,6.99,13.3
,,,,,,,,,,,,,,,,,,75,93,7.12,13.2
,,,,,,,,,,,,,,,,,,74.9,94,7.19,13.3
,,,,,,,,,,,,,,,,,,74.7,95,7.42,13.2
,,,,,,,,,,,,,,,,,,74.5,98,8.7,13.1
,,,,,,,,,,,,,,,,,,74.4,98,8.9,12.9
,,,,,,,,,,,,,,,,,,74.1,1,8.83,13.2
,,,,,,,,,,,,,,,,,,73.9,11,8.42,13.7
,,,,,,,,,,,,,,,,,,73.7,13,8.91,14.2
,,,,,,,,,,,,,,,,,,73.5,15,9.3,14.8
,,,,,,,,,,,,,,,,,,73.2,17,1.5,15.2
,,,,,,,,,,,,,,,,,,73,11,1.9,15
,,,,,,,,,,,,,,,,,,72.7,112,1.86,14.9
,,,,,,,,,,,,,,,,,,53.7,484,,10.7
,,,,,,,,,,,,,,,,,,52.1,522,1.62,10.8
,,,,,,,,,,,,,,,,,,52.1,518,11.7,11.1
,,,,,,,,,,,,,,,,,,52.2,513,11.14,11
,,,,,,,,,,,,,,,,,,52.3,52,11.79,11
,,,,,,,,,,,,,,,,,,51.1,527,1.87,10.9
,,,,,,,,,,,,,,,,,,49.4,566,9.8,10.8
,,,,,,,,,,,,,,,,,,47.8,592,8.85,10.7
,,,,,,,,,,,,,,,,,,46.2,633,8.47,10.6
,,,,,,,,,,,,,,,,,,45.3,654,7.12,10.7
,,,,,,,,,,,,,,,,,,44.5,675,6.3,10.7
,,,,,,,,,,,,,,,,,,44.8,666,6.96,10.7
,,,,,,,,,,,,,,,,,,45.5,648,7.13,10.5
,,,,,,,,,,,,,,,,,,46.4,622,6.91,10.4
,,,,,,,,,,,,,,,,,,47.8,586,7.53,10.3
,,,,,,,,,,,,,,,,,,49.3,543,6.92,9.6
,,,,,,,,,,,,,,,,,,61.4,259,,9.9
,,,,,,,,,,,,,,,,,,58.1,329,1.4,9.9
,,,,,,,,,,,,,,,,,,61.1,258,9.25,9.8
,,,,,,,,,,,,,,,,,,67,261,1.19,9.6
,,,,,,,,,,,,,,,,,,62,266,11.23,9.5
,,,,,,,,,,,,,,,,,,59.7,272,11.87,9.6
,,,,,,,,,,,,,,,,,,59.2,277,14.39,9.7
,,,,,,,,,,,,,,,,,,58.6,281,11.83,9.8
,,,,,,,,,,,,,,,,,,57.9,286,1.24,9.9
,,,,,,,,,,,,,,,,,,56.7,32,1.9,10
,,,,,,,,,,,,,,,,,,55.3,316,8.4,10.1
,,,,,,,,,,,,,,,,,,54,329,8.77,10.2
,,,,,,,,,,,,,,,,,,50,42,3.44,10.3
,,,,,,,,,,,,,,,,,,56,371,5.43,10.4
,,,,,,,,,,,,,,,,,,51.5,333,6.41,10.5
,,,,,,,,,,,,,,,,,,51.9,39,5.91,8.7
,,,,,,,,,,,,,,,,,,72.7,138,,13.4
,,,,,,,,,,,,,,,,,,72.4,143,4.97,13.4
,,,,,,,,,,,,,,,,,,72.9,134,4.33,13.4
,,,,,,,,,,,,,,,,,,72.9,133,4.3,13.7
,,,,,,,,,,,,,,,,,,71.3,161,4.77,14
,,,,,,,,,,,,,,,,,,72.8,132,3.5,14.3
,,,,,,,,,,,,,,,,,,72.7,132,3.16,14.6
,,,,,,,,,,,,,,,,,,72.6,132,2.4,14.8
,,,,,,,,,,,,,,,,,,72.5,132,2.63,15.1
,,,,,,,,,,,,,,,,,,72.2,134,2.51,15.4
,,,,,,,,,,,,,,,,,,71.9,138,2.71,15.7
,,,,,,,,,,,,,,,,,,71.5,141,3.46,15.9
,,,,,,,,,,,,,,,,,,71.3,144,4.6,16
,,,,,,,,,,,,,,,,,,71.1,146,4.57,15.8
,,,,,,,,,,,,,,,,,,71,147,4.6,15.7
,,,,,,,,,,,,,,,,,,78,148,3.41,15.5
,,,,,,,,,,,,,,,,,,73.6,165,,16.5
,,,,,,,,,,,,,,,,,,73.4,169,6.55,16.5
,,,,,,,,,,,,,,,,,,73,178,6.59,16.4
,,,,,,,,,,,,,,,,,,73,176,6.67,16.5
,,,,,,,,,,,,,,,,,,72.8,18,6.86,16.7
,,,,,,,,,,,,,,,,,,72.4,188,7.9,16.8
,,,,,,,,,,,,,,,,,,72.2,192,7.53,16.6
,,,,,,,,,,,,,,,,,,71.1,224,6.61,16.5
,,,,,,,,,,,,,,,,,,72,24,6.22,16.4
,,,,,,,,,,,,,,,,,,76,229,6.2,16.4
,,,,,,,,,,,,,,,,,,78,222,5.83,16.2
,,,,,,,,,,,,,,,,,,71.6,24,5.67,16.3
,,,,,,,,,,,,,,,,,,71.6,22,6.46,15.8
,,,,,,,,,,,,,,,,,,71.4,22,6.4,15.3
,,,,,,,,,,,,,,,,,,71.2,21,6.26,14.7
,,,,,,,,,,,,,,,,,,71.6,2,6.46,14
,,,,,,,,,,,,,,,,,,82,63,,13.9
,,,,,,,,,,,,,,,,,,81.7,65,6.94,13.9
,,,,,,,,,,,,,,,,,,81.4,68,7.1,13.9
,,,,,,,,,,,,,,,,,,81.1,7,7.18,13.9
,,,,,,,,,,,,,,,,,,88,72,7.34,13.9
,,,,,,,,,,,,,,,,,,86,73,7.68,13.7
,,,,,,,,,,,,,,,,,,83,76,8.11,13.5
,,,,,,,,,,,,,,,,,,80,8,7.34,13.5
,,,,,,,,,,,,,,,,,,79.7,82,6.8,13.5
,,,,,,,,,,,,,,,,,,79.4,85,7.75,13.5
,,,,,,,,,,,,,,,,,,78.8,9,7.95,13.5
,,,,,,,,,,,,,,,,,,78.7,92,8.2,13.5
,,,,,,,,,,,,,,,,,,78.6,92,7.67,13.6
,,,,,,,,,,,,,,,,,,78.3,95,8.27,13.5
,,,,,,,,,,,,,,,,,,78,96,7.4,13.4
,,,,,,,,,,,,,,,,,,77.8,98,7.48,13.5
,,,,,,,,,,,,,,,,,,65.5,22,,10.3
,,,,,,,,,,,,,,,,,,65.1,225,3.4,10.3
,,,,,,,,,,,,,,,,,,64.7,23,4.15,10.3
,,,,,,,,,,,,,,,,,,64.3,235,3.46,10.2
,,,,,,,,,,,,,,,,,,63.8,241,4.24,10.2
,,,,,,,,,,,,,,,,,,63.3,248,4.86,10.2
,,,,,,,,,,,,,,,,,,62.8,254,4.7,9.7
,,,,,,,,,,,,,,,,,,62.3,259,4.5,9.4
,,,,,,,,,,,,,,,,,,61.9,261,4.98,9.1
,,,,,,,,,,,,,,,,,,61.4,263,5.11,9
,,,,,,,,,,,,,,,,,,69,265,5.3,8.9
,,,,,,,,,,,,,,,,,,64,267,4.89,8.7
,,,,,,,,,,,,,,,,,,59.9,268,4.81,8.5
,,,,,,,,,,,,,,,,,,59.3,271,5.29,8.3
,,,,,,,,,,,,,,,,,,58.7,276,5.17,8.2
,,,,,,,,,,,,,,,,,,57.9,283,5.8,8
,,,,,,,,,,,,,,,,,,58.3,365,,10.8
,,,,,,,,,,,,,,,,,,57.6,377,11.38,10.7
,,,,,,,,,,,,,,,,,,56.7,394,1.96,10.7
,,,,,,,,,,,,,,,,,,55.3,42,12.6,10.7
,,,,,,,,,,,,,,,,,,54.1,441,11.67,10.6
,,,,,,,,,,,,,,,,,,52.9,462,1.5,10.2
,,,,,,,,,,,,,,,,,,51.5,491,1.18,9.9
,,,,,,,,,,,,,,,,,,50,525,1.7,9.6
,,,,,,,,,,,,,,,,,,48.5,559,9.31,9.7
,,,,,,,,,,,,,,,,,,47.1,587,8.99,9.6
,,,,,,,,,,,,,,,,,,46,66,8.2,9.7
,,,,,,,,,,,,,,,,,,45.1,615,7.82,10
,,,,,,,,,,,,,,,,,,44.6,613,6.35,10.3
,,,,,,,,,,,,,,,,,,44,67,4.82,10.4
,,,,,,,,,,,,,,,,,,43.5,599,5.7,10.1
,,,,,,,,,,,,,,,,,,43.1,588,6.7,10.7
,,,,,,,,,,,,,,,,,,75,123,,13.1
,,,,,,,,,,,,,,,,,,74.8,126,4.17,13
,,,,,,,,,,,,,,,,,,74.6,128,4.2,12.9
,,,,,,,,,,,,,,,,,,74.5,129,4.1,12.9
,,,,,,,,,,,,,,,,,,74.3,13,3.89,13
,,,,,,,,,,,,,,,,,,74.1,131,3.99,12.8
,,,,,,,,,,,,,,,,,,74,131,3.97,12.6
,,,,,,,,,,,,,,,,,,73.8,132,3.47,12.5
,,,,,,,,,,,,,,,,,,73.7,133,3.61,12.3
,,,,,,,,,,,,,,,,,,73.6,134,3.65,12.7
,,,,,,,,,,,,,,,,,,73.4,135,3.29,12.9
,,,,,,,,,,,,,,,,,,73.2,137,3.74,12.7
,,,,,,,,,,,,,,,,,,73.1,138,3.95,12.1
,,,,,,,,,,,,,,,,,,72.9,14,3.4,12
,,,,,,,,,,,,,,,,,,72.7,144,3.4,11.9
,,,,,,,,,,,,,,,,,,72.4,149,3.4,11.6
,,,,,,,,,,,,,,,,,,78.5,61,,12.7
,,,,,,,,,,,,,,,,,,78.2,62,13.73,12.7
,,,,,,,,,,,,,,,,,,77.9,64,11.16,12.4
,,,,,,,,,,,,,,,,,,77.6,65,9.16,12.1
,,,,,,,,,,,,,,,,,,77.3,67,8.11,11.8
,,,,,,,,,,,,,,,,,,76.7,73,7.93,11.6
,,,,,,,,,,,,,,,,,,76.3,75,9.22,11.8
,,,,,,,,,,,,,,,,,,75.9,81,9.3,11.8
,,,,,,,,,,,,,,,,,,75.4,82,6.64,11.9
,,,,,,,,,,,,,,,,,,75,88,7.37,12
,,,,,,,,,,,,,,,,,,74.3,93,9.52,12.1
,,,,,,,,,,,,,,,,,,73.4,16,5.89,12.2
,,,,,,,,,,,,,,,,,,72.7,112,5.9,11.8
,,,,,,,,,,,,,,,,,,71.8,124,5.78,12
,,,,,,,,,,,,,,,,,,78,129,5.84,11.8
,,,,,,,,,,,,,,,,,,69.6,139,8,11.3
,,,,,,,,,,,,,,,,,,58.2,266,,8.4
,,,,,,,,,,,,,,,,,,57.8,272,6.86,8.2
,,,,,,,,,,,,,,,,,,57.3,275,6.58,8
,,,,,,,,,,,,,,,,,,57.2,27,6.47,7.7
,,,,,,,,,,,,,,,,,,56.8,271,6.59,7.5
,,,,,,,,,,,,,,,,,,56.5,273,6.35,7.3
,,,,,,,,,,,,,,,,,,56,276,6.85,7.1
,,,,,,,,,,,,,,,,,,55.5,278,6.74,5.8
,,,,,,,,,,,,,,,,,,55,282,6.97,6.4
,,,,,,,,,,,,,,,,,,54.3,288,6.56,6.1
,,,,,,,,,,,,,,,,,,53.6,29,6.34,5.8
,,,,,,,,,,,,,,,,,,52.8,296,6.28,5.5
,,,,,,,,,,,,,,,,,,52,299,6.25,5.2
,,,,,,,,,,,,,,,,,,51.2,31,6.32,4.9
,,,,,,,,,,,,,,,,,,55,34,6.39,4.6
,,,,,,,,,,,,,,,,,,49.8,37,6.29,4.4
,,,,,,,,,,,,,,,,,,81.7,54,,14.6
,,,,,,,,,,,,,,,,,,81.4,55,9.75,14.3
,,,,,,,,,,,,,,,,,,81.1,57,9.89,14.2
,,,,,,,,,,,,,,,,,,81,58,9.95,14.1
,,,,,,,,,,,,,,,,,,87,59,9.6,14.8
,,,,,,,,,,,,,,,,,,83,62,8.3,14.6
,,,,,,,,,,,,,,,,,,82,63,8.33,14.4
,,,,,,,,,,,,,,,,,,80,64,8.15,14.6
,,,,,,,,,,,,,,,,,,79.6,65,8.36,14.4
,,,,,,,,,,,,,,,,,,79.3,66,8.93,14.8
,,,,,,,,,,,,,,,,,,79,67,8.83,14.8
,,,,,,,,,,,,,,,,,,78.7,69,8.46,14.2
,,,,,,,,,,,,,,,,,,78.5,71,8.6,13.8
,,,,,,,,,,,,,,,,,,78.2,75,7.86,13.8
,,,,,,,,,,,,,,,,,,77.8,79,7.11,13.7
,,,,,,,,,,,,,,,,,,77.5,8,6.83,13.8
,,,,,,,,,,,,,,,,,,,,17.24,0
,,,,,,,,,,,,,,,,,,63.1,25,,8.5
,,,,,,,,,,,,,,,,,,63,26,3.77,8.5
,,,,,,,,,,,,,,,,,,62.7,28,3.63,8.2
,,,,,,,,,,,,,,,,,,62.5,29,3.36,7.8
,,,,,,,,,,,,,,,,,,62.2,212,2.87,7.7
,,,,,,,,,,,,,,,,,,62,214,3.28,7.6
,,,,,,,,,,,,,,,,,,61.7,215,3.79,7.1
,,,,,,,,,,,,,,,,,,61.4,217,3.23,7.2
,,,,,,,,,,,,,,,,,,61.2,219,3.54,7.4
,,,,,,,,,,,,,,,,,,69,221,3.21,7.2
,,,,,,,,,,,,,,,,,,66,223,4.21,7.2
,,,,,,,,,,,,,,,,,,64,224,4.7,6.7
,,,,,,,,,,,,,,,,,,63,226,4.53,6.6
,,,,,,,,,,,,,,,,,,62,228,5.31,6.5
,,,,,,,,,,,,,,,,,,61,229,4.34,6.5
,,,,,,,,,,,,,,,,,,60,23,5.26,6.4
,,,,,,,,,,,,,,,,,,74.6,146,,15.2
,,,,,,,,,,,,,,,,,,74.2,148,4.81,14.7
,,,,,,,,,,,,,,,,,,74.1,147,4.82,14.7
,,,,,,,,,,,,,,,,,,73.9,154,4.76,14.3
,,,,,,,,,,,,,,,,,,73.6,158,5.2,14.1
,,,,,,,,,,,,,,,,,,73.3,163,5.29,14
,,,,,,,,,,,,,,,,,,72.8,166,4.97,13.8
,,,,,,,,,,,,,,,,,,72.7,166,4.6,13.6
,,,,,,,,,,,,,,,,,,72.9,161,4.24,13.5
,,,,,,,,,,,,,,,,,,71.8,165,4.38,13.4
,,,,,,,,,,,,,,,,,,72.1,168,4.47,13
,,,,,,,,,,,,,,,,,,71.9,168,4.29,12.8
,,,,,,,,,,,,,,,,,,71.5,174,4.15,12.6
,,,,,,,,,,,,,,,,,,71.5,179,4.24,12.5
,,,,,,,,,,,,,,,,,,71.5,177,3.87,12.2
,,,,,,,,,,,,,,,,,,71,177,3.78,12.1
,,,,,,,,,,,,,,,,,,76.7,122,,13.3
,,,,,,,,,,,,,,,,,,76.6,122,6.3,13.1
,,,,,,,,,,,,,,,,,,76.6,12,6.3,12.9
,,,,,,,,,,,,,,,,,,76.3,123,6.21,12.7
,,,,,,,,,,,,,,,,,,76.1,124,6.4,12.6
,,,,,,,,,,,,,,,,,,75.6,127,6.39,12.5
,,,,,,,,,,,,,,,,,,75.7,13,6.6,12.5
,,,,,,,,,,,,,,,,,,75.6,127,6.6,12.3
,,,,,,,,,,,,,,,,,,76,123,5.92,12.3
,,,,,,,,,,,,,,,,,,75.8,125,5.83,12.2
,,,,,,,,,,,,,,,,,,75.3,126,6.4,12.2
,,,,,,,,,,,,,,,,,,75.4,124,6.11,12.1
,,,,,,,,,,,,,,,,,,75,127,6.2,11.9
,,,,,,,,,,,,,,,,,,75,127,5.52,11.6
,,,,,,,,,,,,,,,,,,75,126,5.35,11.6
,,,,,,,,,,,,,,,,,,74.8,129,4.98,11.4
,,,,,,,,,,,,,,,,,,69.4,166,,11.7
,,,,,,,,,,,,,,,,,,69.4,164,13.71,11.7
,,,,,,,,,,,,,,,,,,69.2,166,13.38,11.7
,,,,,,,,,,,,,,,,,,69,168,12.77,11.7
,,,,,,,,,,,,,,,,,,68.9,169,13.76,11.7
,,,,,,,,,,,,,,,,,,68.7,171,13.83,11.5
,,,,,,,,,,,,,,,,,,68.5,172,13.44,11.4
,,,,,,,,,,,,,,,,,,68.4,174,12.94,11.2
,,,,,,,,,,,,,,,,,,68.2,175,11.99,11
,,,,,,,,,,,,,,,,,,68,176,11.92,10.9
,,,,,,,,,,,,,,,,,,67.9,178,12.11,10.7
,,,,,,,,,,,,,,,,,,67.7,179,1.64,10.5
,,,,,,,,,,,,,,,,,,67.5,18,9.69,10.4
,,,,,,,,,,,,,,,,,,66.2,21,8.2,10.2
,,,,,,,,,,,,,,,,,,67.2,183,8.58,10.1
,,,,,,,,,,,,,,,,,,67,185,7.88,0
,,,,,,,,,,,,,,,,,,,,4.3,
,,,,,,,,,,,,,,,,,,68.8,222,,14.8
,,,,,,,,,,,,,,,,,,68.4,225,4.73,14.8
,,,,,,,,,,,,,,,,,,68.1,227,4.21,14.7
,,,,,,,,,,,,,,,,,,67.8,231,4.22,14.7
,,,,,,,,,,,,,,,,,,67.3,235,4.45,14.6
,,,,,,,,,,,,,,,,,,66.3,25,4.7,14.3
,,,,,,,,,,,,,,,,,,66.9,235,5.29,13.8
,,,,,,,,,,,,,,,,,,67.4,225,5.58,13.4
,,,,,,,,,,,,,,,,,,65.9,26,5.6,13
,,,,,,,,,,,,,,,,,,65,271,4.68,12.7
,,,,,,,,,,,,,,,,,,64.5,274,5.9,11.8
,,,,,,,,,,,,,,,,,,64,284,5.99,11.2
,,,,,,,,,,,,,,,,,,64,271,6.18,10.5
,,,,,,,,,,,,,,,,,,63.8,263,5.81,10.1
,,,,,,,,,,,,,,,,,,63.2,266,5.45,9.4
,,,,,,,,,,,,,,,,,,62.8,274,4.92,8.9
,,,,,,,,,,,,,,,,,,76.1,16,,15.1
,,,,,,,,,,,,,,,,,,75.9,17,6.42,15.1
,,,,,,,,,,,,,,,,,,75.8,19,6.43,15.1
,,,,,,,,,,,,,,,,,,75.6,11,7.25,15.1
,,,,,,,,,,,,,,,,,,75.4,113,6.92,15.1
,,,,,,,,,,,,,,,,,,75.3,115,6.9,15
,,,,,,,,,,,,,,,,,,75,117,6.7,14.6
,,,,,,,,,,,,,,,,,,74.6,121,6.13,14.2
,,,,,,,,,,,,,,,,,,74.2,125,6.74,13.6
,,,,,,,,,,,,,,,,,,73.8,13,8.1,13.2
,,,,,,,,,,,,,,,,,,73.6,133,8.46,12.8
,,,,,,,,,,,,,,,,,,73.5,134,8.45,12.6
,,,,,,,,,,,,,,,,,,73.5,134,8.91,0
,,,,,,,,,,,,,,,,,,73.4,136,8.33,0
,,,,,,,,,,,,,,,,,,73.3,136,8.23,0
,,,,,,,,,,,,,,,,,,73,144,7.32,0
,,,,,,,,,,,,,,,,,,74.3,95,,12.1
,,,,,,,,,,,,,,,,,,74.1,96,5.91,12.1
,,,,,,,,,,,,,,,,,,73.9,97,5.94,12.1
,,,,,,,,,,,,,,,,,,73.6,99,6.15,11.6
,,,,,,,,,,,,,,,,,,73.3,14,5.99,11.2
,,,,,,,,,,,,,,,,,,72.8,11,5.86,10.7
,,,,,,,,,,,,,,,,,,72.3,116,5.67,10.5
,,,,,,,,,,,,,,,,,,71.8,123,5.41,10.3
,,,,,,,,,,,,,,,,,,71.4,128,5.48,10
,,,,,,,,,,,,,,,,,,71,133,5.23,10
,,,,,,,,,,,,,,,,,,77,137,5.6,9.8
,,,,,,,,,,,,,,,,,,72,142,5.22,9.6
,,,,,,,,,,,,,,,,,,69.9,146,5.25,9.3
,,,,,,,,,,,,,,,,,,69.5,15,5.31,8.8
,,,,,,,,,,,,,,,,,,69,155,4.44,8.5
,,,,,,,,,,,,,,,,,,68.6,16,4.18,8
,,,,,,,,,,,,,,,,,,57.6,355,,9.1
,,,,,,,,,,,,,,,,,,56.7,375,6.98,9.1
,,,,,,,,,,,,,,,,,,55.3,46,5.9,9.1
,,,,,,,,,,,,,,,,,,54.8,48,5.58,9.2
,,,,,,,,,,,,,,,,,,54.3,47,6.23,9.5
,,,,,,,,,,,,,,,,,,54,47,5.38,9.3
,,,,,,,,,,,,,,,,,,53.8,4,5.43,9.2
,,,,,,,,,,,,,,,,,,53.2,45,4.91,8.8
,,,,,,,,,,,,,,,,,,52.1,425,5.25,8.2
,,,,,,,,,,,,,,,,,,51.2,434,6.51,7.9
,,,,,,,,,,,,,,,,,,58,434,6.87,7.3
,,,,,,,,,,,,,,,,,,54,429,5.91,7
,,,,,,,,,,,,,,,,,,51,424,6.39,6.7
,,,,,,,,,,,,,,,,,,49.8,416,6.45,6.2
,,,,,,,,,,,,,,,,,,49.5,48,5.64,5.8
,,,,,,,,,,,,,,,,,,49,43,6.16,5.4
,,,,,,,,,,,,,,,,,,66.6,199,,9.1
,,,,,,,,,,,,,,,,,,66.4,21,2.28,9.1
,,,,,,,,,,,,,,,,,,66.2,22,2.16,9.1
,,,,,,,,,,,,,,,,,,65.9,25,2.22,9.1
,,,,,,,,,,,,,,,,,,65.6,27,1.87,9.1
,,,,,,,,,,,,,,,,,,65.4,29,1.92,8.8
,,,,,,,,,,,,,,,,,,65.2,211,2.5,8.5
,,,,,,,,,,,,,,,,,,59.2,296,1.87,8.2
,,,,,,,,,,,,,,,,,,64.5,217,1.68,8.1
,,,,,,,,,,,,,,,,,,64.2,22,1.78,8
,,,,,,,,,,,,,,,,,,63.9,224,1.83,7.9
,,,,,,,,,,,,,,,,,,63.5,228,1.97,7.8
,,,,,,,,,,,,,,,,,,63.2,231,1.97,7.7
,,,,,,,,,,,,,,,,,,62.8,235,2.5,7.6
,,,,,,,,,,,,,,,,,,62.5,239,1.8,7.6
,,,,,,,,,,,,,,,,,,62.1,243,1.84,7.5
,,,,,,,,,,,,,,,,,,65.8,248,,11.7
,,,,,,,,,,,,,,,,,,65.9,242,8.93,11.7
,,,,,,,,,,,,,,,,,,66.1,232,8.53,11.6
,,,,,,,,,,,,,,,,,,65.8,232,8.24,11.5
,,,,,,,,,,,,,,,,,,64.3,268,8.78,11.5
,,,,,,,,,,,,,,,,,,63,299,7.89,11.4
,,,,,,,,,,,,,,,,,,62.4,36,8.5,11.4
,,,,,,,,,,,,,,,,,,61.7,317,7.15,11.3
,,,,,,,,,,,,,,,,,,60,356,6.99,11.3
,,,,,,,,,,,,,,,,,,57,431,7.2,11.4
,,,,,,,,,,,,,,,,,,55.1,477,7.32,11.6
,,,,,,,,,,,,,,,,,,54.7,483,6.47,11.7
,,,,,,,,,,,,,,,,,,55,471,6.52,11.7
,,,,,,,,,,,,,,,,,,55.7,452,6.17,11.8
,,,,,,,,,,,,,,,,,,56.5,426,6.18,11.7
,,,,,,,,,,,,,,,,,,57.4,41,6.11,11.5
,,,,,,,,,,,,,,,,,,,,4.65,9.6
,,,,,,,,,,,,,,,,,,69.2,165,,12.2
,,,,,,,,,,,,,,,,,,69.6,158,5.8,12.4
,,,,,,,,,,,,,,,,,,69.3,162,5.69,12.3
,,,,,,,,,,,,,,,,,,68.9,167,5.89,12.3
,,,,,,,,,,,,,,,,,,68.4,172,6.73,12
,,,,,,,,,,,,,,,,,,68,178,6.43,11.1
,,,,,,,,,,,,,,,,,,67.5,183,6.41,10.5
,,,,,,,,,,,,,,,,,,67,189,6.44,10.1
,,,,,,,,,,,,,,,,,,66.6,194,5.84,10
,,,,,,,,,,,,,,,,,,66,21,5.7,9.6
,,,,,,,,,,,,,,,,,,65.4,28,5.72,9.4
,,,,,,,,,,,,,,,,,,64.7,218,5.82,9.3
,,,,,,,,,,,,,,,,,,64.3,22,5.48,9.2
,,,,,,,,,,,,,,,,,,63.1,238,5.6,8.6
,,,,,,,,,,,,,,,,,,63.2,23,5.36,9
,,,,,,,,,,,,,,,,,,62.5,238,5.43,8.9
,,,,,,,,,,,,,,,,,,81.9,57,,18.1
,,,,,,,,,,,,,,,,,,81.7,58,1.9,18.1
,,,,,,,,,,,,,,,,,,81.4,6,11.4,18.1
,,,,,,,,,,,,,,,,,,81.1,62,11.1,18.1
,,,,,,,,,,,,,,,,,,81.1,63,1.53,17.2
,,,,,,,,,,,,,,,,,,88,64,1.48,17
,,,,,,,,,,,,,,,,,,86,65,1.29,16.9
,,,,,,,,,,,,,,,,,,83,68,9.57,16.8
,,,,,,,,,,,,,,,,,,82,68,9.36,16.6
,,,,,,,,,,,,,,,,,,79.8,71,9.36,16.5
,,,,,,,,,,,,,,,,,,79.4,72,9.6,16.4
,,,,,,,,,,,,,,,,,,79.2,77,8.52,16.5
,,,,,,,,,,,,,,,,,,78.7,8,8.46,16.5
,,,,,,,,,,,,,,,,,,78.4,81,8.34,16.9
,,,,,,,,,,,,,,,,,,78.3,82,7.79,16.7
,,,,,,,,,,,,,,,,,,78.1,84,7.42,16.5
,,,,,,,,,,,,,,,,,,81.6,66,,19.2
,,,,,,,,,,,,,,,,,,81.5,67,11.3,19.2
,,,,,,,,,,,,,,,,,,81.3,69,11.17,19.3
,,,,,,,,,,,,,,,,,,81.1,7,11.53,19.5
,,,,,,,,,,,,,,,,,,86,72,11.24,19.7
,,,,,,,,,,,,,,,,,,89,71,11.2,20.3
,,,,,,,,,,,,,,,,,,85,73,11.21,19.3
,,,,,,,,,,,,,,,,,,81,75,1.7,19.5
,,,,,,,,,,,,,,,,,,81,76,8.35,19.2
,,,,,,,,,,,,,,,,,,79.9,76,8.65,19.1
,,,,,,,,,,,,,,,,,,79.9,78,8.25,18.9
,,,,,,,,,,,,,,,,,,79.2,79,7.89,18.4
,,,,,,,,,,,,,,,,,,79.1,82,7.71,18.2
,,,,,,,,,,,,,,,,,,78.7,83,7.89,17.5
,,,,,,,,,,,,,,,,,,78.5,83,7.58,17.4
